tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo,churn
50,87.08,4243.16,0,1,162.69,mensual,credito,cable,0,0,1,norte,75,1,0
33,76.35,2549.75,3,0,20.32,bianual,debito,ninguno,1,1,3,centro,69,0,0
31,78.08,2267.31,3,2,53.47,anual,debito,fibra,1,0,3,oeste,69,0,0
23,86.43,2052.53,1,0,71.51,anual,transferencia,fibra,1,1,1,norte,50,1,0
11,53.25,556.22,2,0,157.42,mensual,credito,fibra,1,1,1,centro,49,1,1
44,62.71,2740.69,4,2,82.44,anual,credito,movil,1,1,1,centro,68,1,0
41,61.91,2505.48,2,0,140.07,mensual,debito,fibra,1,1,4,centro,51,0,1
1,41.77,50.0,0,1,110.91,mensual,transferencia,cable,1,0,2,sur,28,0,1
30,60.26,1578.73,1,1,123.56,mensual,credito,fibra,1,1,2,norte,19,1,1
21,89.05,1972.75,4,0,144.8,anual,transferencia,movil,1,1,2,centro,57,0,0
13,69.27,819.65,1,0,133.62,mensual,credito,cable,0,0,3,sur,74,0,1
51,40.77,2202.02,0,0,119.05,mensual,credito,fibra,1,0,2,centro,75,0,1
38,36.99,1386.27,0,0,136.35,anual,credito,ninguno,1,1,4,oeste,40,0,0
46,94.97,4178.28,1,0,130.85,mensual,debito,cable,0,1,2,oeste,55,1,1
52,63.37,3127.17,1,0,109.52,mensual,efectivo,fibra,0,0,4,centro,55,1,1
71,53.35,3707.25,0,0,98.44,bianual,credito,cable,0,0,3,oeste,47,0,0
58,60.07,3372.74,1,1,214.02,bianual,credito,fibra,0,1,3,oeste,54,1,0
45,38.41,1717.84,5,0,97.86,bianual,credito,movil,0,0,4,centro,57,1,0
64,90.62,5829.93,5,1,188.35,anual,credito,fibra,1,1,4,sur,24,1,0
35,57.93,2068.36,3,1,85.74,mensual,transferencia,movil,1,0,4,norte,26,0,1
71,89.61,6389.69,1,1,160.51,mensual,transferencia,movil,0,0,4,sur,32,0,1
55,65.93,3732.23,3,3,209.19,mensual,transferencia,cable,1,0,2,sur,35,1,1
47,90.73,4384.64,2,1,103.12,bianual,debito,fibra,1,0,4,oeste,59,1,0
66,69.62,4483.37,2,0,86.63,mensual,transferencia,fibra,1,0,2,oeste,33,0,1
38,80.36,2829.91,3,0,98.54,mensual,efectivo,movil,1,1,2,sur,62,1,0
52,77.94,3971.46,3,1,119.03,anual,efectivo,cable,1,0,1,centro,25,0,0
21,76.22,1610.63,5,2,136.09,anual,debito,ninguno,0,1,2,centro,52,1,1
70,71.26,4925.14,2,0,118.0,mensual,credito,cable,0,0,3,centro,61,1,1
45,60.81,2812.41,5,1,99.0,bianual,efectivo,cable,1,1,4,centro,65,1,0
57,99.48,5510.5,2,1,217.73,anual,transferencia,ninguno,1,1,1,centro,56,1,1
34,48.68,1844.76,3,0,109.98,bianual,debito,cable,0,0,3,centro,64,0,0
63,65.08,4194.16,3,0,88.99,mensual,transferencia,fibra,1,1,4,centro,71,0,0
6,65.27,345.39,3,0,161.53,mensual,transferencia,movil,1,0,4,sur,52,0,1
9,72.24,558.53,1,1,162.32,mensual,transferencia,fibra,1,1,2,sur,60,0,1
37,57.27,2100.76,1,0,190.62,mensual,credito,cable,1,1,2,centro,30,0,0
53,70.67,3883.24,2,2,216.39,mensual,credito,fibra,0,0,3,oeste,67,0,0
59,61.96,3607.74,1,1,137.31,mensual,transferencia,ninguno,0,1,3,centro,31,0,1
32,36.52,1098.85,0,3,105.59,mensual,credito,ninguno,0,0,2,centro,26,1,0
47,65.17,3062.4,1,1,24.89,mensual,transferencia,movil,0,1,3,sur,25,0,1
40,45.19,1656.95,0,2,73.11,mensual,debito,fibra,1,0,1,sur,21,0,1
70,33.78,2493.67,3,3,130.43,mensual,debito,cable,1,0,2,centro,68,1,0
48,67.46,3312.65,2,1,60.95,mensual,transferencia,fibra,1,0,4,oeste,40,1,0
31,73.78,2395.87,4,1,40.74,mensual,debito,fibra,1,0,2,centro,28,1,0
70,74.48,5379.86,2,1,123.29,mensual,debito,movil,1,1,2,norte,25,1,0
8,75.21,506.8,3,1,158.84,bianual,transferencia,fibra,0,1,4,oeste,52,0,0
71,30.21,2146.77,2,2,107.68,mensual,transferencia,fibra,1,1,2,norte,64,0,0
12,40.5,474.64,4,2,164.84,anual,transferencia,cable,1,0,2,centro,22,0,0
21,100.52,2301.04,3,0,150.83,mensual,debito,movil,1,1,4,centro,44,1,1
60,46.15,2719.27,0,0,177.46,mensual,credito,fibra,1,1,4,oeste,44,1,0
53,76.0,3813.18,5,0,228.67,mensual,debito,cable,1,1,2,norte,75,0,0
70,52.64,3629.59,1,1,250.7,mensual,debito,movil,0,0,1,centro,18,1,0
54,66.43,3693.54,3,0,156.58,anual,debito,fibra,0,0,3,sur,23,1,0
46,53.6,2529.56,2,1,97.01,bianual,credito,movil,1,0,1,sur,32,1,0
25,75.11,1866.52,4,3,123.09,mensual,credito,cable,1,1,3,sur,75,1,0
1,67.46,50.0,4,0,198.66,mensual,debito,fibra,0,1,2,sur,19,1,1
9,56.93,553.29,4,3,75.34,anual,transferencia,fibra,0,0,4,oeste,62,0,1
22,46.1,1082.14,1,1,192.38,anual,efectivo,fibra,1,1,2,centro,45,0,0
3,69.82,235.5,2,1,111.5,mensual,debito,movil,1,0,4,oeste,67,0,1
37,43.17,1555.42,2,0,131.36,mensual,transferencia,cable,0,0,1,centro,32,1,1
56,72.69,4066.92,2,0,79.62,mensual,credito,fibra,1,1,1,sur,48,0,1
70,112.28,7793.98,2,0,53.81,mensual,credito,fibra,0,0,2,norte,47,0,0
36,89.3,3338.87,1,0,106.06,mensual,credito,movil,0,1,3,sur,40,1,1
64,77.93,4971.72,2,0,185.15,mensual,transferencia,fibra,1,1,1,sur,38,0,0
71,63.46,4393.46,1,0,84.9,anual,debito,fibra,0,0,3,norte,62,0,0
62,30.1,2137.33,1,0,200.63,mensual,credito,ninguno,1,1,3,norte,27,1,0
34,41.2,1313.39,3,2,91.36,mensual,debito,fibra,0,0,1,norte,77,1,1
24,88.09,2006.97,0,0,66.59,mensual,debito,movil,1,1,4,sur,72,0,1
71,50.78,3460.96,1,1,132.68,anual,credito,fibra,1,0,4,norte,19,0,0
18,52.41,860.93,3,0,153.95,mensual,debito,fibra,0,0,2,sur,72,0,1
30,62.02,1950.15,3,0,129.4,mensual,transferencia,fibra,1,0,2,centro,54,0,0
6,45.88,85.55,3,1,127.55,mensual,credito,movil,1,0,2,norte,74,0,1
58,42.92,2508.69,1,1,200.15,mensual,debito,movil,0,0,3,norte,33,0,1
47,64.09,2942.28,1,0,124.75,mensual,transferencia,fibra,0,1,3,centro,69,0,1
7,48.95,245.27,1,0,96.48,mensual,debito,movil,1,1,2,oeste,42,1,1
16,51.66,617.89,1,1,63.35,mensual,transferencia,movil,1,0,3,sur,47,0,1
40,50.94,2032.29,2,2,183.68,mensual,debito,cable,0,0,1,centro,53,0,1
39,74.4,2695.96,3,0,98.72,mensual,debito,cable,1,0,2,sur,65,1,1
58,60.82,3493.88,2,1,103.59,mensual,transferencia,cable,1,1,2,centro,31,0,0
20,61.79,1276.77,1,2,172.59,mensual,efectivo,fibra,1,1,2,norte,19,0,1
67,75.75,4804.17,1,0,222.71,bianual,credito,movil,1,1,1,centro,18,0,0
33,62.44,2143.78,2,1,132.57,mensual,debito,cable,1,1,1,centro,72,1,1
60,59.99,3362.12,0,0,113.15,anual,transferencia,movil,0,1,4,sur,22,0,0
18,73.47,1540.37,1,1,119.72,mensual,debito,movil,0,0,2,oeste,22,1,1
3,77.03,207.78,4,0,97.22,bianual,transferencia,movil,1,1,3,sur,19,1,1
4,62.35,145.84,2,1,102.21,anual,debito,movil,1,0,4,norte,38,0,0
27,66.45,1818.74,1,0,102.48,mensual,debito,ninguno,1,1,1,centro,20,1,0
69,50.93,3406.04,2,1,165.54,anual,debito,cable,1,1,2,norte,46,0,1
4,49.51,50.0,0,0,115.59,mensual,debito,movil,0,0,2,norte,28,0,1
27,78.84,2265.29,6,1,187.97,bianual,transferencia,movil,1,0,3,sur,34,1,0
8,73.01,542.4,1,2,114.19,mensual,credito,fibra,1,0,4,centro,45,0,1
68,73.2,4986.68,1,0,101.65,anual,debito,cable,1,1,3,oeste,47,1,0
49,70.06,3413.1,0,0,183.89,bianual,debito,cable,1,0,3,centro,45,0,0
55,65.83,3520.99,1,1,121.08,mensual,debito,fibra,1,0,1,oeste,22,0,0
52,77.54,3898.04,0,2,113.68,bianual,credito,cable,1,1,2,centro,18,0,0
48,81.83,4015.38,0,0,121.68,mensual,credito,fibra,0,1,3,norte,64,0,0
56,81.4,4619.88,1,2,193.33,anual,debito,fibra,1,1,3,centro,19,1,0
1,63.19,57.99,0,1,135.3,mensual,transferencia,cable,1,1,3,centro,42,0,0
63,89.97,5790.72,1,1,182.47,mensual,credito,fibra,1,1,2,norte,33,0,0
54,69.11,3723.01,1,0,108.27,mensual,efectivo,movil,1,0,2,sur,20,1,1
54,76.38,4258.64,2,1,174.47,anual,credito,cable,0,0,2,norte,21,0,0
29,70.08,2209.43,1,0,131.88,anual,debito,fibra,1,1,2,sur,24,1,0
58,69.45,4158.01,1,0,164.13,mensual,debito,fibra,1,0,1,centro,30,0,0
28,51.76,1498.54,3,1,168.33,mensual,efectivo,fibra,0,1,3,centro,64,0,1
4,77.62,189.32,3,1,72.92,mensual,debito,cable,1,1,3,sur,20,0,1
66,116.22,7723.73,4,1,123.6,anual,debito,movil,1,0,4,norte,67,1,0
17,58.25,933.37,3,0,167.86,mensual,credito,cable,0,0,1,centro,23,0,1
8,66.28,616.66,1,4,175.82,mensual,credito,fibra,0,1,2,norte,28,0,0
45,56.97,2757.49,2,1,182.67,bianual,credito,cable,1,0,2,norte,58,0,0
17,56.22,944.92,3,1,125.24,bianual,transferencia,ninguno,0,0,4,centro,75,0,0
62,92.8,5619.23,1,0,197.01,mensual,debito,movil,0,0,4,centro,26,0,0
32,52.89,1776.65,0,0,87.14,mensual,transferencia,movil,1,0,2,centro,58,1,1
1,56.47,55.47,3,0,45.26,anual,efectivo,fibra,0,0,2,norte,45,1,0
69,36.43,2698.03,0,0,106.12,mensual,debito,fibra,0,0,1,oeste,66,1,0
38,51.36,1958.17,0,1,179.79,mensual,debito,cable,1,0,2,oeste,67,0,0
19,34.25,642.31,0,1,65.69,bianual,efectivo,fibra,1,0,1,oeste,62,1,0
49,76.37,3753.64,0,0,46.51,mensual,debito,cable,0,1,2,norte,21,0,1
39,115.39,4537.17,1,1,33.97,mensual,credito,fibra,0,1,2,norte,36,0,0
3,58.4,50.0,1,1,156.8,mensual,debito,movil,0,1,1,centro,34,0,1
55,35.0,1827.61,0,0,47.62,bianual,credito,movil,1,1,4,sur,61,0,0
29,81.2,2487.64,0,1,147.45,anual,transferencia,ninguno,1,0,3,sur,56,0,0
51,51.92,2569.67,3,1,103.6,mensual,transferencia,movil,0,0,3,centro,49,0,1
65,88.39,5741.86,2,0,81.47,anual,credito,fibra,1,1,3,oeste,28,0,0
44,59.92,2608.98,0,1,70.06,bianual,debito,cable,1,0,2,centro,26,1,0
49,53.63,2545.45,0,0,130.31,anual,credito,movil,1,0,2,norte,49,0,0
19,61.8,1154.87,0,1,82.29,mensual,credito,fibra,1,0,4,norte,78,0,0
18,78.64,1292.91,2,0,119.75,mensual,credito,fibra,1,0,2,norte,60,0,1
30,60.91,1649.59,3,1,140.07,anual,credito,fibra,1,0,3,norte,28,0,0
62,56.06,3500.45,1,1,150.63,mensual,efectivo,fibra,0,1,3,norte,75,0,0
38,61.42,2527.37,1,0,166.72,mensual,debito,cable,0,1,1,norte,34,0,0
26,42.11,1184.52,3,0,128.24,anual,debito,fibra,0,0,4,sur,77,0,0
57,72.15,4204.71,1,1,67.5,anual,transferencia,fibra,1,1,1,norte,66,1,0
62,32.84,2162.6,3,1,143.29,mensual,credito,cable,1,1,2,oeste,27,0,0
65,57.01,3730.32,2,0,152.81,mensual,debito,movil,0,0,4,centro,21,0,0
22,78.67,1733.58,1,1,110.92,mensual,efectivo,fibra,0,1,3,oeste,71,0,0
52,70.45,3560.29,3,2,105.6,mensual,credito,movil,1,1,4,centro,18,0,1
43,75.63,3346.67,1,1,243.76,mensual,credito,ninguno,1,1,4,centro,21,0,0
33,63.83,2139.64,1,0,55.35,mensual,transferencia,fibra,1,0,3,centro,47,1,1
29,86.06,2413.15,2,1,144.68,mensual,credito,cable,1,0,2,centro,45,1,0
9,81.64,696.97,1,0,172.3,mensual,credito,fibra,1,1,1,sur,44,0,0
20,73.03,1325.42,0,1,102.94,bianual,debito,cable,0,1,3,centro,46,1,0
40,81.7,3331.03,1,1,111.57,mensual,credito,movil,1,0,2,norte,31,0,1
64,78.51,5210.02,1,0,99.93,mensual,credito,fibra,1,1,3,centro,23,0,0
63,57.09,3461.12,3,1,120.01,mensual,transferencia,movil,1,1,3,sur,41,1,1
14,40.81,696.74,0,1,164.97,mensual,credito,fibra,0,1,1,norte,37,1,1
49,72.57,3701.03,0,0,110.09,mensual,debito,movil,1,1,2,centro,42,0,0
7,74.83,384.26,2,0,275.53,bianual,transferencia,cable,1,1,4,norte,65,1,1
49,84.63,3898.77,1,0,97.36,anual,debito,fibra,1,0,2,oeste,18,1,0
25,48.15,1211.3,2,0,188.88,mensual,transferencia,ninguno,0,0,4,centro,31,1,1
33,48.68,1585.59,0,1,147.2,mensual,transferencia,cable,0,1,3,centro,73,0,0
52,73.28,3784.13,1,2,125.42,mensual,credito,fibra,1,1,2,norte,56,0,0
31,63.72,2110.52,0,0,193.54,mensual,credito,movil,0,1,4,centro,49,1,1
59,31.06,1790.3,1,0,40.0,mensual,debito,fibra,1,0,3,norte,76,0,0
39,71.75,3088.57,0,0,141.26,mensual,credito,movil,1,0,3,sur,43,1,1
72,31.66,2095.22,2,1,84.18,mensual,debito,fibra,0,0,2,centro,21,0,1
46,47.99,2103.46,4,0,98.2,mensual,credito,cable,1,0,4,norte,75,1,0
22,89.33,1860.55,2,0,95.85,bianual,debito,cable,0,1,2,centro,18,0,0
56,97.85,5457.12,0,1,71.81,mensual,credito,cable,1,0,3,centro,65,1,1
30,43.12,1464.05,3,0,37.37,bianual,debito,cable,0,1,4,oeste,34,0,0
39,59.07,2169.71,6,0,139.44,mensual,debito,fibra,1,1,3,centro,65,0,0
10,65.77,549.28,2,0,116.71,anual,credito,cable,1,0,3,sur,23,0,0
9,97.06,797.38,1,0,104.97,anual,transferencia,fibra,1,1,1,oeste,36,1,0
42,56.13,2346.69,1,1,157.96,anual,debito,movil,0,1,2,centro,23,0,0
14,56.42,809.27,2,1,142.6,anual,credito,fibra,1,0,2,sur,54,0,0
72,92.88,6640.53,0,0,106.66,mensual,transferencia,movil,0,0,4,sur,43,1,0
62,58.25,3456.84,1,1,272.55,mensual,credito,movil,0,0,4,sur,31,0,0
51,78.0,3966.33,0,0,170.9,bianual,credito,movil,1,1,2,norte,57,0,0
53,38.41,2207.76,1,0,242.24,mensual,debito,fibra,1,1,2,centro,18,1,0
43,61.92,2772.41,1,1,99.25,anual,debito,movil,1,1,1,oeste,63,0,0
5,35.13,120.82,2,1,132.48,bianual,debito,cable,0,0,2,sur,23,1,1
29,46.0,1342.57,2,1,58.09,mensual,efectivo,ninguno,1,1,1,norte,24,0,0
36,80.11,2943.88,5,1,103.48,bianual,debito,fibra,1,1,1,norte,35,1,0
66,64.1,4336.8,0,1,90.8,mensual,debito,movil,1,1,4,centro,52,0,0
16,59.26,1132.3,0,2,269.78,mensual,debito,cable,1,1,3,sur,69,0,0
36,51.52,1886.95,1,0,85.38,anual,transferencia,ninguno,1,0,2,sur,61,1,1
25,61.03,1385.04,1,0,108.3,anual,credito,fibra,1,1,2,centro,38,1,0
10,70.42,520.54,1,2,47.32,mensual,transferencia,fibra,0,0,2,centro,55,0,0
8,82.69,733.86,1,0,146.69,mensual,credito,movil,1,1,4,norte,68,0,1
27,17.75,305.55,3,0,74.99,anual,transferencia,fibra,1,1,3,centro,46,0,0
6,50.03,398.07,2,0,165.93,anual,efectivo,cable,1,0,3,norte,63,0,0
5,67.86,267.74,1,0,30.58,anual,credito,fibra,1,1,3,centro,44,0,0
26,63.22,1497.9,0,1,113.92,mensual,efectivo,ninguno,0,0,3,centro,44,1,1
15,72.26,1145.49,1,2,27.71,mensual,efectivo,cable,1,0,2,sur,65,0,1
40,69.82,2670.04,2,0,95.47,mensual,debito,fibra,1,0,4,oeste,66,1,0
2,59.51,175.67,0,1,105.64,mensual,credito,movil,1,1,4,centro,32,1,1
22,55.52,1243.36,3,1,90.05,bianual,credito,fibra,0,1,2,oeste,24,0,0
33,60.58,1770.97,2,0,94.99,mensual,transferencia,fibra,1,1,2,sur,29,1,0
70,85.68,6167.54,3,1,168.56,mensual,transferencia,movil,1,0,4,oeste,73,0,1
46,51.82,2538.96,1,0,228.72,bianual,transferencia,fibra,1,0,1,centro,21,0,0
64,63.87,4201.87,1,1,136.97,mensual,debito,fibra,1,0,2,sur,67,1,0
25,68.3,1824.25,0,0,77.0,anual,transferencia,cable,0,0,4,centro,42,1,0
33,93.09,2984.53,2,0,123.2,mensual,debito,fibra,1,1,3,oeste,70,0,1
31,59.59,1986.39,2,0,102.29,mensual,credito,ninguno,0,0,1,oeste,58,1,0
64,82.26,5355.6,2,0,164.47,anual,debito,movil,0,0,2,sur,61,0,0
70,87.18,5851.55,1,1,134.39,bianual,transferencia,movil,1,0,4,norte,49,1,0
70,63.85,4353.65,1,1,41.11,anual,transferencia,movil,1,1,3,sur,43,1,0
55,61.21,3275.59,1,0,174.9,mensual,debito,movil,1,0,4,oeste,23,0,0
37,59.08,2363.29,2,3,168.34,mensual,transferencia,fibra,0,1,4,oeste,37,0,0
39,60.4,2239.7,4,0,194.75,bianual,transferencia,cable,1,0,4,sur,78,0,1
71,80.38,5636.58,3,3,94.18,mensual,debito,movil,1,1,3,norte,43,1,1
21,69.16,1298.28,0,0,135.05,mensual,credito,cable,1,1,1,centro,40,0,0
25,69.24,1673.7,2,0,60.76,mensual,debito,ninguno,1,0,2,norte,78,1,0
65,44.75,3032.88,2,0,117.44,mensual,debito,movil,1,0,1,norte,18,1,0
28,47.59,1161.72,0,0,139.85,mensual,transferencia,fibra,0,0,2,centro,56,0,0
17,103.58,1817.48,0,0,88.2,bianual,debito,cable,1,1,1,norte,54,1,0
41,61.8,2428.57,5,0,137.12,mensual,credito,fibra,0,1,3,centro,60,0,1
24,51.05,1451.23,3,1,128.4,mensual,debito,movil,1,1,2,oeste,18,1,1
65,90.76,5913.19,1,1,97.51,bianual,debito,ninguno,1,0,4,norte,67,1,1
66,70.07,4614.53,0,2,189.87,bianual,credito,cable,1,1,4,centro,72,1,0
23,75.41,1664.72,2,1,108.28,bianual,credito,fibra,1,1,1,centro,57,1,0
39,62.52,2464.07,0,1,126.64,anual,transferencia,fibra,1,0,2,centro,54,0,0
71,59.26,4030.95,1,2,46.65,bianual,debito,fibra,1,0,2,oeste,50,1,1
54,61.95,3356.98,0,3,145.96,mensual,credito,cable,1,0,1,norte,38,0,1
16,40.11,571.35,3,0,96.16,bianual,transferencia,ninguno,1,0,3,oeste,73,0,0
43,63.42,2651.45,1,3,167.86,mensual,credito,fibra,1,1,1,centro,38,0,1
45,70.33,3412.02,3,3,54.44,mensual,transferencia,movil,0,1,4,norte,66,0,1
48,98.31,4887.35,1,0,141.53,mensual,debito,movil,1,1,2,centro,24,1,0
2,66.55,308.33,1,1,10.9,mensual,transferencia,movil,1,0,2,centro,25,0,1
22,22.98,607.59,2,0,150.79,anual,credito,fibra,1,0,1,norte,43,0,0
62,63.31,3974.18,3,0,111.26,bianual,transferencia,fibra,0,0,3,oeste,19,0,0
18,114.31,2233.71,0,1,139.97,mensual,debito,fibra,0,1,4,norte,48,1,1
22,80.59,1812.35,1,0,89.99,bianual,debito,fibra,0,0,2,norte,53,1,0
24,50.4,1283.79,1,2,72.54,anual,credito,fibra,0,0,1,centro,27,0,0
13,75.64,1149.74,1,0,98.27,mensual,credito,cable,1,1,4,centro,54,0,0
12,51.64,717.62,2,0,129.6,anual,debito,movil,0,1,2,centro,59,1,0
25,40.63,1068.96,3,0,148.83,mensual,debito,fibra,1,1,3,centro,29,0,0
63,58.73,3795.47,3,0,135.19,mensual,debito,cable,1,1,4,centro,37,1,0
1,66.65,79.97,1,1,73.16,mensual,debito,cable,1,1,3,centro,67,0,0
21,31.3,718.24,0,0,211.88,bianual,debito,fibra,1,1,3,sur,22,1,0
5,44.32,294.09,0,1,136.64,mensual,transferencia,fibra,1,0,3,sur,58,0,0
41,65.19,2524.65,0,0,88.88,mensual,efectivo,fibra,1,0,4,sur,33,0,0
19,57.65,1006.99,0,0,141.21,anual,credito,cable,1,0,3,oeste,61,0,0
58,72.11,4269.73,5,0,132.8,anual,debito,cable,1,1,4,sur,20,0,0
43,43.14,1870.84,2,0,111.23,bianual,debito,fibra,0,1,2,centro,68,1,0
57,77.85,4435.33,3,3,105.36,mensual,transferencia,fibra,1,1,1,centro,73,0,0
46,43.69,2044.96,0,0,169.24,bianual,efectivo,fibra,1,1,1,norte,54,1,0
32,94.57,2788.31,0,1,206.39,anual,debito,fibra,0,1,1,norte,46,0,0
62,34.12,2095.11,0,0,18.2,mensual,debito,movil,0,1,2,norte,60,1,1
35,45.33,1567.25,0,0,181.53,anual,debito,cable,1,0,4,centro,76,0,0
69,72.51,5024.79,2,1,121.0,mensual,credito,cable,1,1,1,norte,58,0,0
72,94.96,6939.71,3,0,131.83,anual,debito,cable,1,1,3,sur,55,0,0
43,70.67,2994.98,2,0,187.58,mensual,transferencia,fibra,0,0,4,oeste,49,0,0
49,75.13,3842.69,2,0,5.0,mensual,debito,fibra,1,0,4,centro,20,1,0
19,65.32,1124.27,0,0,160.74,bianual,debito,cable,0,1,4,sur,25,0,0
59,46.52,2827.93,2,1,184.12,bianual,transferencia,movil,1,1,1,norte,28,1,0
49,56.18,2690.53,2,1,85.57,mensual,transferencia,movil,0,1,1,sur,21,1,1
65,43.19,2947.49,1,0,50.3,anual,debito,cable,1,0,4,sur,50,1,0
20,41.98,866.1,2,1,202.0,bianual,transferencia,cable,1,0,1,norte,42,0,0
57,72.23,3972.38,2,0,32.18,mensual,debito,movil,1,1,4,oeste,18,1,0
34,44.78,1534.91,1,1,140.93,anual,debito,movil,1,1,4,centro,50,0,0
14,70.75,1038.57,2,0,171.16,mensual,debito,ninguno,1,0,2,oeste,55,0,0
13,41.57,567.46,4,1,139.83,anual,debito,fibra,0,1,4,centro,30,0,0
41,70.33,2922.99,0,1,148.23,mensual,debito,fibra,0,0,1,norte,71,0,0
24,56.2,1321.81,1,2,106.75,anual,transferencia,cable,1,0,1,centro,37,0,0
8,90.32,655.46,1,0,143.14,mensual,transferencia,fibra,0,1,2,norte,37,0,0
31,70.83,1998.46,0,1,84.58,mensual,debito,fibra,1,1,1,norte,74,1,1
48,87.24,4257.48,3,0,91.05,anual,debito,movil,1,1,2,norte,69,1,0
23,51.4,1243.12,2,0,121.78,mensual,debito,cable,1,1,2,oeste,41,0,0
69,66.01,4783.9,2,2,43.01,bianual,credito,cable,0,0,2,centro,74,0,1
57,47.34,2693.41,1,0,148.85,mensual,transferencia,fibra,1,0,2,centro,54,0,1
37,57.56,2163.02,0,3,5.0,mensual,debito,cable,1,1,1,centro,33,1,1
68,60.28,4117.16,2,0,138.14,anual,credito,cable,1,1,3,norte,45,0,0
32,51.93,1765.73,2,2,142.84,mensual,credito,fibra,1,0,4,centro,46,0,0
11,43.12,412.6,5,0,80.27,anual,transferencia,fibra,1,1,2,norte,20,0,0
3,39.56,136.75,1,0,58.3,mensual,debito,cable,1,1,1,norte,37,0,1
68,22.88,1559.11,2,0,99.59,anual,debito,movil,1,0,4,sur,58,0,0
70,45.99,3308.53,4,1,151.98,anual,debito,fibra,1,0,4,norte,35,0,1
54,76.29,4386.27,2,1,137.28,mensual,credito,fibra,0,0,2,centro,54,1,1
8,36.23,329.56,1,0,64.42,mensual,credito,fibra,1,1,2,centro,18,1,0
22,40.37,714.77,2,0,125.28,mensual,credito,fibra,1,0,3,centro,31,0,1
3,97.24,151.07,2,0,133.1,bianual,debito,cable,0,0,4,oeste,32,0,0
4,53.54,340.78,3,0,130.98,mensual,debito,fibra,0,1,1,sur,57,0,1
18,70.78,1074.37,0,2,70.67,mensual,credito,fibra,1,0,2,centro,66,0,1
42,76.56,3253.5,1,0,127.79,mensual,debito,ninguno,1,1,4,sur,42,0,0
5,76.93,296.97,2,1,165.89,anual,efectivo,fibra,1,1,1,norte,72,1,1
71,37.6,2993.36,1,1,146.85,mensual,transferencia,cable,0,0,1,oeste,77,1,1
33,60.84,1862.25,1,1,140.57,mensual,debito,ninguno,1,1,4,centro,35,1,1
19,35.87,602.1,1,2,202.13,bianual,credito,cable,0,1,4,centro,43,0,0
38,109.03,4236.9,1,1,128.39,bianual,debito,fibra,1,1,2,sur,20,0,0
57,36.29,2040.71,2,0,77.9,bianual,efectivo,fibra,1,1,4,oeste,39,0,0
23,46.14,974.92,0,1,78.06,anual,credito,movil,0,1,2,centro,63,0,0
4,46.27,69.22,2,0,128.8,mensual,debito,movil,1,1,1,norte,67,0,0
4,38.06,73.41,0,0,48.12,mensual,transferencia,fibra,0,1,2,sur,60,0,1
62,89.35,5430.95,0,2,104.45,mensual,debito,cable,1,1,3,centro,46,0,0
9,108.6,975.88,1,1,143.21,anual,debito,fibra,1,1,3,sur,35,0,0
46,56.44,2827.25,2,1,178.56,mensual,debito,fibra,1,1,2,norte,48,1,0
28,41.23,1401.94,1,0,42.8,mensual,debito,movil,1,0,3,sur,67,1,1
56,24.74,1630.87,1,2,124.95,anual,debito,fibra,1,0,1,norte,73,1,0
5,60.61,287.43,2,1,116.59,anual,efectivo,fibra,1,0,1,norte,64,1,0
65,59.31,3941.05,2,0,121.88,mensual,credito,cable,1,0,1,centro,45,0,1
51,53.28,2732.52,2,1,127.08,bianual,transferencia,movil,1,1,4,centro,23,1,0
33,68.98,2177.87,3,1,118.42,mensual,debito,movil,0,0,3,sur,63,0,0
15,72.11,865.15,0,0,189.61,anual,transferencia,cable,1,0,1,oeste,47,0,1
71,70.82,4816.77,3,0,182.2,bianual,credito,movil,1,1,1,norte,21,0,0
22,59.31,1323.43,3,0,227.16,mensual,transferencia,movil,1,1,4,centro,28,1,1
36,45.17,1462.49,2,2,119.47,bianual,transferencia,ninguno,1,0,3,centro,78,0,0
29,76.98,2136.96,0,1,99.47,anual,credito,cable,1,1,3,centro,28,1,0
17,65.23,1153.19,2,0,71.61,bianual,credito,cable,0,0,2,sur,43,0,0
30,80.99,2149.83,3,0,94.03,mensual,efectivo,movil,1,0,2,centro,40,1,1
11,79.22,1047.56,1,0,155.73,mensual,debito,fibra,1,0,1,centro,47,0,1
1,39.41,50.0,2,1,163.43,mensual,debito,cable,0,1,3,norte,27,0,0
21,39.18,777.61,0,1,153.78,anual,efectivo,movil,0,0,3,norte,40,0,1
9,51.4,385.99,3,1,86.78,mensual,efectivo,ninguno,0,0,3,sur,68,0,0
30,45.99,1436.45,3,1,87.05,mensual,credito,fibra,1,0,4,sur,24,1,1
63,78.59,4835.4,3,2,217.82,bianual,transferencia,cable,1,1,3,norte,45,0,1
12,71.32,1014.33,3,1,78.4,mensual,efectivo,movil,1,0,4,norte,67,1,1
1,84.79,188.9,1,0,190.83,mensual,credito,cable,1,0,3,centro,71,1,1
8,72.14,490.18,2,1,140.23,anual,debito,fibra,1,0,1,centro,71,0,0
37,68.76,2520.58,1,1,83.37,mensual,credito,fibra,0,1,3,centro,51,1,0
20,86.6,1877.56,4,1,60.78,mensual,credito,fibra,1,0,4,centro,20,0,1
